"Date","Region","Place","Trigger","Trigger..additional.info","Weak.Layer","Depth","Width","Vertical","Aspect","Elevation","Coordinates","Caught","Carried","Buried...Partly","Buried...Fully","Injured","Killed"
"2017-01-27","Salt Lake","Little Superior","Unknown","Sympathetic Release","New Snow","18""","45'","1,250'","Southeast","10,300'","40.593310842521, -111.660125242820",NA,NA,NA,NA,NA,NA
"2017-01-27","Salt Lake","Summit Park","Skier","Unintentionally Triggered","Surface Hoar","18""","30'","90'","Northeast","7,600'","40.732836040398, -111.603316055870",NA,NA,NA,NA,NA,NA
"2017-01-27","Salt Lake","PC Iron Mountain","Skier","Unintentionally Triggered","Surface Hoar","","","","East","8,700'","40.661270906677, -111.540327059350",NA,1,NA,NA,NA,NA
"2017-01-24","Uintas","Hoyt Peak","Natural","","New Snow/Old Snow Interface","","250'","200'","Northwest","9,800'","40.694430105524, -111.190202223390",NA,NA,NA,NA,NA,NA
"2017-01-23","Salt Lake","West Willow","Unknown","","","","","250'","Southeast","9,600'","40.646651346656, -111.598547088230",NA,NA,NA,NA,NA,NA
"2017-01-27","Salt Lake","Summit Park","Skier","Remotely Triggered","Facets","4'","100'","","East","8,000'","",NA,NA,NA,NA,NA,NA
"2017-01-27","Salt Lake","Sound of Music","Skier","Unintentionally Triggered","Facets","2.5'","400'","500'","Southeast","9,100'","40.682675364611, -111.600108133890",1,1,1,NA,NA,NA
"2017-01-27","Salt Lake","Cardiac Ridge","Natural","","New Snow","12""","70'","900'","East","10,800'","",NA,NA,NA,NA,NA,NA
"2017-01-27","Salt Lake","Murdock Peak","Skier","Remotely Triggered","Facets","2'","800'","250'","East","9,400'","40.691442614376, -111.608927237130",NA,NA,NA,NA,NA,NA
"2017-01-27","","","Snowboarder","Intentionally Triggered","Facets","2'","80'","700'","North","7,900'","40.715879480743, -111.669791284000",NA,NA,NA,NA,NA,NA
"2017-01-23","Salt Lake","Maybird Gulch","Natural","","","2'","40'","200'","Northwest","10,700'","",NA,NA,NA,NA,NA,NA
"2017-01-23","Salt Lake","Red Pine Gulch","Unknown","","","","","","Northeast","10,300'","",NA,NA,NA,NA,NA,NA
"2017-01-27","Salt Lake","Mary Ellen","Skier","Intentionally Triggered","New Snow","12""","80'","200'","East","10,700'","40.545700151922, -111.651134478200",NA,NA,NA,NA,NA,NA
"2017-01-27","Skyline","Ephraim Canyon","Natural","","New Snow/Old Snow Interface","16""","100'","200'","Southeast","10,200'","39.232508167161, -111.470503794290",NA,NA,NA,NA,NA,NA
"2017-01-24","Logan","Temple Fork","Natural","","Surface Hoar","2'","150'","800'","Northwest","6,600'","41.830445828968, -111.591774143790",NA,NA,NA,NA,NA,NA
"2017-01-23","Salt Lake","Gobblers Knob","Natural","","Density Change","2'","350'","","East","10,100'","",NA,NA,NA,NA,NA,NA
"2017-01-23","Salt Lake","Greens Basin","Natural","","Surface Hoar","18""","","","Northeast","8,000'","",NA,NA,NA,NA,NA,NA
"2017-01-28","Salt Lake","Toledo Chutes","Skier","Unintentionally Triggered","Density Change","2'","10'","40'","Southeast","10,200'","",NA,NA,NA,NA,NA,NA
"2017-01-27","Logan","Flat Bottom Canyon","","","","","300'","","North","","41.509327640907, -111.985632737010",NA,NA,NA,NA,NA,NA
"2017-01-27","Logan","Brigham City Foothills","","","","","300'","","North","","41.521157805736, -111.991089141680",NA,NA,NA,NA,NA,NA
"2017-01-23","Salt Lake","Cardiff Fork","Natural","","","","40'","100'","East","9,700'","",NA,NA,NA,NA,NA,NA
"2017-01-29","","","","","","","","","","","",NA,NA,NA,NA,NA,NA
"2017-01-29","Salt Lake","White Pine","Natural","","","","50'","","Southeast","10,100'","40.542178088303, -111.681389795850",NA,NA,NA,NA,NA,NA
"2017-01-29","Uintas","Hoyt Peak","Snowboarder","Remotely Triggered","Surface Hoar","16""","175'","","Northeast","7,800'","",NA,NA,NA,NA,NA,NA
"2017-01-29","Salt Lake","Murdock Peak","Skier","Unintentionally Triggered","Surface Hoar","2'","125'","300'","Northeast","7,600'","40.700154061246, -111.626286493890",1,NA,NA,NA,NA,NA
"2017-01-29","Salt Lake","Tolgate Canyon","Skier","","Facets","","","","Northeast","6,600'","40.775290747038, -111.460847708270",NA,NA,NA,NA,NA,NA
"2017-01-30","Provo","Provo","","","","","","","","8,700'","",NA,NA,NA,NA,NA,NA
"2017-01-29","Salt Lake","Tolgate Canyon","Skier","","Facets","18""","70'","200'","Northwest","7,000'","40.773000863684, -111.462650286300",NA,NA,NA,NA,NA,NA
"2017-01-24","Salt Lake","Red Pine Gulch","Unknown","","","3'","200'","600'","Northeast","10,300'","40.539525918840, -111.693221216120",NA,NA,NA,NA,NA,NA
"2017-01-31","Salt Lake","Summit Park","Skier","Unintentionally Triggered","Surface Hoar","19""","200'","100'","North","8,200'","",NA,NA,NA,NA,NA,NA
"2017-01-31","Provo","Box Elder","Natural","","","","","","North","10,800'","",NA,NA,NA,NA,NA,NA
"2017-02-01","Uintas","Mirror Lake Highway","Skier","","","","","50'","","8,700'","40.628869716172, -111.218599733330",NA,NA,NA,NA,NA,NA
"2017-02-03","Salt Lake","Lake Mary Chutes","Skier","Intentionally Triggered","New Snow","7""","30'","100'","North","9,200'","",NA,NA,NA,NA,NA,NA
"2017-02-03","Salt Lake","Bonkers","Natural","","","3'","60'","1,250'","North","9,600'","40.602028488839, -111.724412428470",NA,NA,NA,NA,NA,NA
"2017-02-03","Uintas","Upper Weber Canyon","Skier","Intentionally Triggered","","16""","300'","60'","East","9,400'","40.825695317093, -111.064202772710",NA,NA,NA,NA,NA,NA
"2017-02-02","Salt Lake","Bonkers","Natural","","Ground Interface","18""","40'","","Northeast","9,900'","",NA,NA,NA,NA,NA,NA
"2017-02-04","","","Natural","","Ground Interface","8""","15'","250'","West","6,600'","40.532931280524, -112.207832323640",NA,NA,NA,NA,NA,NA
"2017-02-04","Salt Lake","Diving Board","Natural","","Ground Interface","","","1,000'","Northeast","10,200'","",NA,NA,NA,NA,NA,NA
"2017-02-04","Salt Lake","LSB North","Skier","","New Snow/Old Snow Interface","10""","50'","250'","North","10,300'","",NA,NA,NA,NA,NA,NA
"2017-02-03","Logan","Cowley Canyon","Natural","","","","100'","300'","East","6,200'","41.772233182206, -111.622265862550",NA,NA,NA,NA,NA,NA
"2017-02-04","Logan","Dugway","Natural","","New Snow/Old Snow Interface","12""","50'","1,000'","Southwest","6,400'","",NA,NA,NA,NA,NA,NA
"2017-02-05","Logan","Logan River","Natural","","Wet grains","12""","50'","700'","West","6,500'","41.820463817932, -111.599088649560",NA,NA,NA,NA,NA,NA
"2017-02-06","Salt Lake","Diving Board","Natural","","Ground Interface","5'","100'","1,000'","Northeast","","40.603324780140, -111.721343981370",NA,NA,NA,NA,NA,NA
"2017-02-07","Salt Lake","Scotts Peak","Natural","Cornice Triggered","Density Change","","","700'","Northeast","10,000'","",NA,NA,NA,NA,NA,NA
"2017-02-07","Uintas","Upper Weber Canyon","Skier","Cornice Triggered","Density Change","2'","100'","300'","Northeast","9,600'","",NA,NA,NA,NA,NA,NA
"2017-02-07","Salt Lake","Doughnut Falls","Snowboarder","Unintentionally Triggered","New Snow/Old Snow Interface","12""","175'","400'","West","8,400'","",NA,NA,NA,NA,NA,NA
"2017-02-07","Salt Lake","Reynolds Pk","Natural","Cornice Triggered","","","100'","400'","East","9,300'","40.661978963400, -111.645362364400",NA,NA,NA,NA,NA,NA
"2017-02-08","Salt Lake","Patsy Marly","Skier","Unintentionally Triggered","","","","","North","9,600'","40.592316911813, -111.616287218680",1,1,NA,NA,NA,NA
"2017-02-08","Salt Lake","West Monitor","Natural","Cornice Triggered","New Snow/Old Snow Interface","13""","150'","800'","Northeast","10,100'","",NA,NA,NA,NA,NA,NA
"2017-02-08","Salt Lake","South Monitor Bowl","Natural","Cornice Triggered","New Snow/Old Snow Interface","2'","90'","","North","9,900'","",NA,NA,NA,NA,NA,NA
"2017-02-08","Salt Lake","Patsy Marly","Natural","Cornice Triggered","","","","","North","10,500'","",NA,NA,NA,NA,NA,NA
"2017-02-07","Salt Lake","Wolverine Cirque","Natural","Cornice Triggered","New Snow","","250'","500'","Northeast","10,500'","40.586776872426, -111.606862663930",NA,NA,NA,NA,NA,NA
"2017-02-08","Salt Lake","Tanners Gulch","Natural","","New Snow/Old Snow Interface","","","","Southwest","9,800'","",NA,NA,NA,NA,NA,NA
"2017-02-07","Salt Lake","Wolverine Cirque","Natural","Cornice Triggered","New Snow/Old Snow Interface","7""","70'","800'","North","10,300'","",NA,NA,NA,NA,NA,NA
"2017-02-07","Ogden","Hells Canyon","Natural","","Wet grains","","","","North","8,200'","41.216696047474, -111.872045843670",NA,NA,NA,NA,NA,NA
"2017-02-07","Logan","Dugway","Natural","","","12""","100'","300'","West","6,000'","41.824989403587, -111.600301252940",NA,NA,NA,NA,NA,NA
"2017-02-09","Ogden","North Ogden Divide","Natural","","","","25'","350'","East","7,000'","41.327093679001, -111.895687567330",NA,NA,NA,NA,NA,NA
"2017-02-09","Ogden","Ogden","Natural","","","","100'","900'","Northeast","7,200'","41.310695946004, -111.891202913850",NA,NA,NA,NA,NA,NA
"2017-02-09","Logan","River Chutes","","","","","","","","","",NA,NA,NA,NA,NA,NA
"2017-02-09","Skyline","Huntington Canyon Mile 30.5 East facing","Natural","","","","","","","","39.495883659410, -111.158552157020",NA,NA,NA,NA,NA,NA
"2017-02-08","Logan","Logan Canyon","Natural","","","","40'","150'","Southeast","6,700'","41.846891873934, -111.593649374570",NA,NA,NA,NA,NA,NA
"2017-01-22","Moab","Upper Horse Creek","Natural","","Facets","3'","1,500'","1,250'","Northeast","11,500'","38.458278906536, -109.246716486550",NA,NA,NA,NA,NA,NA
"2017-02-11","Logan","North Fork, Shumway Canyon","Natural","","","2.5'","150'","2,500'","Northeast","8,900'","41.653899965521, -112.014284121130",NA,NA,NA,NA,NA,NA
"2017-02-11","Salt Lake","Georges Bowl","Skier","Unintentionally Triggered","New Snow","","35'","","East","9,900'","40.615288108386, -111.668676125150",NA,NA,NA,NA,NA,NA
"2017-02-11","Salt Lake","Scott Hill","Skier","Intentionally Triggered","New Snow/Old Snow Interface","10""","250'","400'","Northeast","10,100'","40.624001870544, -111.566226469640",NA,NA,NA,NA,NA,NA
"2017-02-11","Salt Lake","Days Draw","Skier","Unintentionally Triggered","Graupel","16""","50'","500'","Northeast","10,000'","",NA,NA,NA,NA,NA,NA
"2017-02-11","Salt Lake","Meadows","Skier","Unintentionally Triggered","Wet grains","","","","East","9,200'","",1,1,NA,NA,NA,NA
"2017-02-11","Ogden","Cutler Ridge","Natural","","New Snow/Old Snow Interface","","","1,750'","Southeast","","41.384568464122, -111.958580004320",NA,NA,NA,NA,NA,NA
"2017-02-11","Logan","Beaver Mountain Backside","Skier","Unintentionally Triggered","Wet grains","14""","10'","70'","East","8,000'","",NA,NA,NA,NA,NA,NA
"2017-02-12","Salt Lake","Hogum","Skier","Intentionally Triggered","New Snow","8""","40'","450'","East","10,500'","40.546445101719, -111.710400568610",NA,NA,NA,NA,NA,NA
"2017-02-12","Uintas","Weber Canyon","Skier","Intentionally Triggered","New Snow/Old Snow Interface","6""","20'","250'","North","10,100'","",NA,NA,NA,NA,NA,NA
"2017-02-11","Salt Lake","Kessler Slabs","Skier","Intentionally Triggered","New Snow/Old Snow Interface","9""","25'","200'","North","9,800'","40.628969529540, -111.665596949190",NA,NA,NA,NA,NA,NA
"2017-02-11","Salt Lake","Upper Red Pine","Natural","Cornice Triggered","Graupel","3'","500'","1,000'","Northeast","10,500'","40.536940306594, -111.695938097580",NA,NA,NA,NA,NA,NA
"2017-02-12","Salt Lake","Banana Days","Skier","Remotely Triggered","","12""","25'","500'","North","","",NA,NA,NA,NA,NA,NA
"2017-02-12","Salt Lake","White Pine","Snowboarder","Intentionally Triggered","New Snow/Old Snow Interface","4""","5'","20'","West","8,700'","",NA,NA,NA,NA,NA,NA
"2017-02-12","Salt Lake","Monte Cristo","Skier","Intentionally Triggered","New Snow","6""","450'","400'","Northeast","10,800'","",1,NA,NA,NA,NA,NA
"2017-02-11","Salt Lake","Scotts Peak","Natural","","Facets","","","","Northeast","10,000'","40.624797581521, -111.566645229490",NA,NA,NA,NA,NA,NA
"2017-02-11","Salt Lake","White Pine","Unknown","","New Snow","2""","1,500'","250'","East","10,200'","40.540032775070, -111.682628305900",NA,NA,NA,NA,NA,NA
"2017-02-12","Salt Lake","West Willow","","Unintentionally Triggered","New Snow/Old Snow Interface","8""","","900'","East","9,700'","40.639325577504, -111.576040672420",NA,NA,NA,NA,NA,NA
"2017-02-11","Salt Lake","Tuscarora","Skier","","New Snow/Old Snow Interface","20""","200'","450'","Northeast","10,500'","40.583967208727, -111.598563181490",NA,NA,NA,NA,NA,NA
"2017-02-13","Moab","Upper Horse Creek","Skier","Intentionally Triggered","New Snow/Old Snow Interface","12""","350'","500'","North","11,600'","38.456833862317, -109.242682444200",NA,NA,NA,NA,NA,NA
"2017-02-12","","","","","","","","","","","40.389233714390, -111.646499621020",NA,NA,NA,NA,NA,NA
"2017-02-11","Provo","Everest Ridge","Natural","","","3""","","","West","8,800'","40.376279897912, -111.644052102490",NA,NA,NA,NA,NA,NA
"2017-02-13","Salt Lake","Wolverine Cirque","Snowboarder","Intentionally Triggered","New Snow/Old Snow Interface","7""","15'","600'","Northwest","10,600'","",NA,NA,NA,NA,NA,NA
"2017-02-13","Salt Lake","Wolverine Cirque","Snowboarder","Unintentionally Triggered","New Snow/Old Snow Interface","8""","50'","700'","Northeast","10,400'","",NA,NA,NA,NA,NA,NA
"2017-02-11","Salt Lake","White Pine","Natural","","Graupel","2.5'","700'","300'","Northeast","10,300'","40.539949696328, -111.682891832940",NA,NA,NA,NA,NA,NA
"2017-02-13","Salt Lake","Salt Lake","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","8""","30'","500'","Northwest","9,300'","40.568494535841, -111.673853798300",1,1,NA,NA,1,NA
"2017-02-13","Salt Lake","Hogum","Unknown","","Density Change","10""","80'","200'","Northeast","10,300'","",NA,NA,NA,NA,NA,NA
"2017-02-15","Provo","Elk Point","Natural","","","","","3,000'","Northeast","10,600'","40.395576973414, -111.621265398610",NA,NA,NA,NA,NA,NA
"2017-02-16","Salt Lake","White Pine","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","3""","50'","40'","North","10,000'","40.545520792046, -111.666734205820",NA,NA,NA,NA,NA,NA
"2017-02-16","Salt Lake","Mill B South","Skier","Unintentionally Triggered","","11""","60'","100'","North","9,500'","40.595796113816, -111.697257744410",1,1,NA,NA,NA,NA
"2017-02-16","Salt Lake","Red Pine Gulch","Skier","Remotely Triggered","Facets","10""","60'","70'","North","9,600'","40.545047422342, -111.694414602850",NA,NA,NA,NA,NA,NA
"2017-02-16","Salt Lake","Red Pine Gulch","Skier","Sympathetic Release","New Snow/Old Snow Interface","5""","50'","50'","North","9,700'","",NA,NA,NA,NA,NA,NA
"2017-02-17","Salt Lake","Y-Not Couloir","Natural","","","","","","North","8,500'","40.563731265331, -111.728972183810",NA,NA,NA,NA,NA,NA
"2017-02-18","Salt Lake","White Pine","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","4""","10'","100'","Northeast","9,400'","40.555742519405, -111.690187441440",1,1,NA,NA,NA,NA
"2017-02-18","Salt Lake","Bells Canyon","Skier","Unintentionally Triggered","Density Change","15""","60'","50'","Northwest","9,600'","",NA,NA,NA,NA,NA,NA
"2017-02-18","Logan","Cougar Peak","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","8""","35'","200'","","7,600'","41.919506232009, -111.716880785560",NA,NA,NA,NA,NA,NA
"2017-02-19","Salt Lake","Cardiff Bowl","Skier","Intentionally Triggered","New Snow","4""","80'","150'","Northeast","9,600'","40.595037711071, -111.646682011240",NA,NA,NA,NA,NA,NA
"2017-02-19","Salt Lake","Silver Fork Headwall","Skier","","","","50'","400'","North","9,900'","",NA,NA,NA,NA,NA,NA
"2017-02-19","Salt Lake","Scotts Bluff","Skier","Intentionally Triggered","Facets","13""","90'","300'","North","9,600'","",NA,NA,NA,NA,NA,NA
"2017-02-19","Salt Lake","LSB North","Snowboarder","Unintentionally Triggered","","8""","60'","100'","Northeast","10,000'","40.595592448263, -111.661691652860",1,1,NA,NA,NA,NA
"2017-02-19","Salt Lake","Maybird Gulch","Skier","Unintentionally Triggered","Density Change","8""","40'","40'","North","","40.553391792743, -111.707349555850",NA,NA,NA,NA,NA,NA
"2017-02-19","Salt Lake","High Ivory","Natural","","","","100'","500'","East","10,000'","40.603461124888, -111.666026102640",NA,NA,NA,NA,NA,NA
"2017-02-19","Salt Lake","10420","Snowboarder","Intentionally Triggered","New Snow/Old Snow Interface","10""","50'","200'","North","10,200'","40.600262007882, -111.557157920460",NA,NA,NA,NA,NA,NA
"2017-02-19","Salt Lake","Main Days","Snowboarder","Intentionally Triggered","Facets","10""","200'","200'","Northeast","9,400'","40.607179522360, -111.636677371590",NA,NA,NA,NA,NA,NA
"2017-02-19","Salt Lake","Days Draw","Skier","","","","40'","300'","North","10,000'","",NA,NA,NA,NA,NA,NA
"2017-02-19","Salt Lake","No Name Bowl","Skier","Intentionally Triggered","Density Change","6""","60'","","Southeast","9,400'","",NA,NA,NA,NA,NA,NA
"2017-02-19","Salt Lake","Lake Peak","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","10""","45'","250'","East","10,400'","40.541597683682, -111.683063494300",1,1,NA,NA,NA,NA
"2017-02-19","Salt Lake","Days Draw","Snowboarder","Intentionally Triggered","New Snow/Old Snow Interface","10""","50'","200'","","9,600'","",NA,NA,NA,NA,NA,NA
"2017-02-19","Salt Lake","Snowbird periphery","Skier","","","","250'","400'","North","9,800'","",NA,NA,NA,NA,NA,NA
"2017-02-19","Salt Lake","Sunset Peak","Skier","Intentionally Triggered","New Snow/Old Snow Interface","12""","200'","600'","North","10,500'","40.577255933713, -111.594252871580",NA,NA,NA,NA,NA,NA
"2017-02-19","Moab","Moab","Natural","","New Snow/Old Snow Interface","","","","East","10,600'","38.453588708406, -109.260621058080",NA,NA,NA,NA,NA,NA
"2017-02-20","Salt Lake","PC Iron Mountain","Skier","Intentionally Triggered","New Snow/Old Snow Interface","4""","10'","400'","East","8,400'","40.662703798171, -111.540219771010",NA,NA,NA,NA,NA,NA
"2017-02-20","Logan","South Tony Grove","Skier","Intentionally Triggered","Facets","14""","20'","70'","Northeast","8,300'","41.889828903853, -111.643061881660",NA,NA,NA,NA,NA,NA
"2017-02-20","Uintas","Weber Canyon","Natural","","New Snow/Old Snow Interface","12""","250'","200'","Northeast","9,800'","40.832313111915, -111.065211283310",NA,NA,NA,NA,NA,NA
"2017-02-21","Logan","Providence Peak","Natural","Cornice Triggered","","","250'","500'","Northeast","9,600'","41.701716731238, -111.710504686220",NA,NA,NA,NA,NA,NA
"2017-02-22","Salt Lake","Emma Ridges","Skier","Unintentionally Triggered","New Snow","8""","10'","250'","South","9,700'","",NA,NA,NA,NA,NA,NA
"2017-02-22","Salt Lake","Back Bowls","Natural","Cornice Triggered","Facets","","175'","250'","North","10,300'","40.588861670356, -111.601726147350",NA,NA,NA,NA,NA,NA
"2017-02-22","Salt Lake","Mary Lake Ridge","Snowboarder","Cornice Triggered","Facets","3'","150'","250'","North","9,300'","40.593576218412, -111.589446962060",1,1,NA,NA,NA,NA
"2017-02-23","Salt Lake","PC Iron Mountain","Skier","Unintentionally Triggered","","","25'","150'","North","8,700'","40.657731707516, -111.539633491470",NA,NA,NA,NA,NA,NA
"2017-02-23","Salt Lake","West Willow","Skier","Intentionally Triggered","Density Change","13""","60'","800'","Northeast","10,100'","",NA,NA,NA,NA,NA,NA
"2017-02-23","Salt Lake","Y Coulior","Natural","","","","30'","2,500'","North","9,000'","",NA,NA,NA,NA,NA,NA
"2017-02-24","Salt Lake","Hogum","Natural","","New Snow/Old Snow Interface","3'","150'","500'","East","10,200'","40.549254129940, -111.725141989340",NA,NA,NA,NA,NA,NA
